id,hsk_level,chinese,pinyin,english
2133,3,游泳,yóuyǒng,Swimming
2134,3,有的是,yǒu de shì,have plenty of; there’s no lack of
2135,3,有利,yǒulì,favourable; beneficial
2136,3,有效,yǒu xiào,effective; valid
2137,3,预报,yùbào,prediction
2138,3,预防,yùfáng,Prevention
2139,3,预计,yù jì,expected; estimate
2140,3,预习,yùxí,Preview
2141,3,员（服务员）,yuán （fú wù yuán）,a person engaged in some field of activity (waiter; waitress; server)
2142,3,员工,yuángōng,employee
2143,3,愿望,yuànwàng,desire
2144,3,约,yuē,appointment; agreement; arrange; restrict
2145,3,乐队,yuè duì,orchestra; band
2146,3,运输,yùnshū,transport
2147,3,杂志,zázhì,Magazine
2148,3,早已,zǎo yǐ,long ago; for a long time
2149,3,造,zào,make; build; create; produce
2150,3,造成,zàochéng,cause
2151,3,责任,zérèn,responsibility
2152,3,增加,zēngjiā,increase
2153,3,增长,zēng zhǎng,increase; grow
2154,3,展开,zhǎnkāi,Open
2155,3,张,zhāng,Zhang
2156,3,照,zhào,reflect
2157,3,者（志愿者）,zhě （zhì yuàn zhě）,suffix (volunteer)
2158,3,真实,zhēnshí,real
2159,3,争,zhēng,contend; dispute; fight; strive; vie
2160,3,争取,zhēngqǔ,strive for
2161,3,整,zhěng,whole; all; entire; complete
2162,3,整个,zhěnggè,Whole
2163,3,整理,zhěnglǐ,Arrangement
2164,3,整齐,zhěngqí,neat
2165,3,整体,zhěngtǐ,Whole
2166,3,整天,zhěng tiān,all day long
2167,3,整整,zhěng zhěng,whole; full
2168,3,正（形）,zhèng,straight; upright; positive; correct; main
2169,3,正式,zhèngshì,formal
2170,3,证,zhèng,certificate; proof
2171,3,证件,zhèngjiàn,Certificates
2172,3,证据,zhèngjù,evidence
2173,3,证明,zhèngmíng,Prove
2174,3,支（量）,zhī,(measure word)
2175,3,支持,zhīchí,Support
2176,3,支付,zhī fù,pay money; defray
2177,3,只,zhī,single; lonely
2178,3,直,zhí,straight
2179,3,直播,zhíbō,on live
2180,3,直到,zhí dào,until
2181,3,值,zhí,value; be worth
2182,3,值得,zhíde,Worth
2183,3,职工,zhí gōng,staff; worker
2184,3,职业,zhíyè,Occupation
2185,3,只好,zhǐhǎo,have to
2186,3,只是,zhǐ shì,merely; only; just
2187,3,只有,zhǐ yǒu,only
2188,3,指,zhǐ,finger
2189,3,指出,zhǐ chū,point out; indicate
2190,3,指导,zhǐdǎo,guidance
2191,3,至今,zhìjīn,so far
2192,3,至少,zhìshǎo,at least
2193,3,志愿,zhì yuàn,volunteer; aspiration; wish
2194,3,志愿者,zhìyuànzhě,Volunteer
2195,3,制定,zhìdìng,Formulate
2196,3,制度,zhìdù,system
2197,3,制造,zhìzào,Manufacture
2198,3,制作,zhìzuò,Make
2199,3,中部,zhōng bù,central section; middle part
2200,3,中华民族,zhōng huá mín zú,Chinese nation
2201,3,终于,zhōngyú,finally
2202,3,钟,zhōng,bell; clock; call bell; time
2203,3,种,zhǒng,species
2204,3,种子,zhǒngzi,seed
2205,3,重大,zhòngdà,significant
2206,3,周围,zhōuwéi,around
2207,3,猪,zhū,pig
2208,3,主持,zhǔchí,Host
2209,3,主动,zhǔdòng,active
2210,3,主任,zhǔrèn,Headmaster
2211,3,主意,zhǔyi,idea
2212,3,主张,zhǔzhāng,opinion
2213,3,注意,zhùyì,Be careful
2214,3,祝,zhù,express good wishes; wish
2215,3,抓,zhuā,grab
2216,3,抓住,zhuā zhù,catch; catch hold of; grip; capture
2217,3,专家,zhuānjiā,expert
2218,3,专门,zhuānmén,specialized
2219,3,专题,zhuāntí,special collection
2220,3,专业,zhuānyè,major
2221,3,转,zhuàn,turn
2222,3,转变,zhuǎnbiàn,change
2223,3,状况,zhuàngkuàng,status
2224,3,状态,zhuàngtài,state
2225,3,追,zhuī,run after
2226,3,准,zhǔn,follow; permit; allow; standard
2227,3,资格,zīgé,Qualifications
2228,3,资金,zījīn,capital
2229,3,子女,zǐ nǚ,child; sons and daughters
2230,3,自从,zìcóng,Since
2231,3,自动,zìdòng,automatic
2232,3,自觉,zìjué,Conscious
2233,3,自然,zìrán,natural
2234,3,自身,zì shēn,oneself; self
2235,3,自主,zìzhǔ,Autonomy
2236,3,总,zǒng,always; consistently
2237,3,总结,zǒngjié,summary
2238,3,总是,zǒngshì,always
2239,3,足够,zú gòu,enough; ample; sufficient
2240,3,足球,zú qiú,soccer; football
2241,3,组合,zǔhé,combination
2242,3,左右,zuǒyòu,About
2243,3,作品,zuòpǐn,works
2244,3,作者,zuòzhě,author
2245,3,做客,zuò kè,be a guest
2246,4,阿姨,āyí,aunt
2247,4,啊,a,ah
2248,4,矮,ǎi,short
2249,4,矮小,ǎi xiǎo,short and small; low and small; undersized
2250,4,爱国,ài guó,love one’s country; be patriotic
2251,4,爱护,àihù,Care
2252,4,安,ān,quiet; safe; secure; install; fix; fit
2253,4,安置,ānzhì,put; arrange for
2254,4,按时,ànshí,on time
2255,4,暗,àn,dark
2256,4,暗示,ànshì,suggest secretly
2257,4,巴士,bā shì,bus
2258,4,百货,bǎi huò,department store; general merchandise
2259,4,摆,bǎi,pendulum
2260,4,摆动,bǎi dòng,swing; sway; oscillate;vibrate
2261,4,摆脱,bǎituō,cast off
2262,4,败,bài,defeat; beat; fail; lose
2263,4,办事,bàn shì,handle affairs; work
2264,4,包裹,bāoguǒ,package
2265,4,包含,bāohán,Contain
2266,4,包括,bāokuò,Include
2267,4,薄,báo,thin
2268,4,宝,bǎo,treasure; precious; treasured
2269,4,宝宝,bǎo bao,baby; darling
2270,4,宝贝,bǎobèi,baby
2271,4,宝贵,bǎoguì,valuable
2272,4,宝石,bǎo shí,gemstone; gem; cameo; precious stone
2273,4,保密,bǎomì,secrecy
2274,4,保守,bǎoshǒu,Conservative
2275,4,抱,bào,"Hold, hug"
2276,4,背景,bèijǐng,background
2277,4,倍,bèi,times
2278,4,被迫,bèi pò,be compelled; be forced; be constrained
2279,4,本科,běnkē,Undergraduate
2280,4,笨,bèn,stupid
2281,4,比分,bǐ fēn,score
2282,4,毕业,bìyè,graduation
2283,4,毕业生,bì yè shēng,graduate
2284,4,避,bì,avoid; evade; dodge; keep away; repel
2285,4,避免,bìmiǎn,avoid
2286,4,编,biān,invent; make up; plait; edit; compile; compose; write
2287,4,辩论,biànlùn,Debate
2288,4,标志,biāozhì,sign
2289,4,表情,biǎoqíng,Expression
2290,4,表扬,biǎoyáng,Praise
2291,4,别（动）,bié,do not; leave; separate; pin
2292,4,冰,bīng,ice
2293,4,冰箱,bīngxiāng,Refrigerator
2294,4,冰雪,bīng xuě,ice and snow
2295,4,兵,bīng,arms; soldier; force; weapon; military
2296,4,并（动）,bìng,combine; merge; incorporate
2297,4,不要紧,búyàojǐn,Never mind
2298,4,不在乎,bú zài hū,not mind; not care
2299,4,不管,bùguǎn,no matter
2300,4,不然,bùrán,otherwise
2301,4,布置,bùzhì,Arrangement
2302,4,步行,bù xíng,go on foot; walk
2303,4,擦,cā,wipe
2304,4,才（名）,cái,ability; talent; gift; endowment
2305,4,材料,cáiliào,Materials
2306,4,财产,cáichǎn,property
2307,4,财富,cáifù,wealth
2308,4,采访,cǎifǎng,interview
2309,4,参考,cānkǎo,Reference resources
2310,4,参与,cānyù,participate in
2311,4,操场,cāochǎng,Playground
2312,4,操作,cāozuò,operation
2313,4,测,cè,survey; fathom; measure; conjecture; infer
2314,4,测量,cèliáng,measure
2315,4,测试,cè shì,test; examination
2316,4,曾,céng,once; already; at some time in the past
2317,4,茶叶,chá yè,tea; tea-leaves
2318,4,产品,chǎnpǐn,product
2319,4,长途,chángtú,Long-distance
2320,4,常识,chángshí,common sense
2321,4,唱片,chàng piàn,record; disc; phonogram
2322,4,抄,chāo,copy
2323,4,抄写,chāo xiě,copy; transcribe
2324,4,潮,cháo,moist; damp; humid; tide
2325,4,潮流,cháoliú,Trend
2326,4,潮湿,cháoshī,damp
2327,4,彻底,chèdǐ,thorough
2328,4,沉,chén,sink; keep down; lower; deep; profound; heavy
2329,4,沉默,chénmò,silent
2330,4,沉重,chénzhòng,heavy
2331,4,称赞,chēngzàn,Praise
2332,4,成人,chéngrén,adult
2333,4,诚实,chéngshí,honest
2334,4,诚信,chéng xìn,honesty; integrity
2335,4,承担,chéngdān,bear
2336,4,承认,chéngrèn,Admit
2337,4,承受,chéngshòu,bear
2338,4,程序,chéngxù,program
2339,4,吃惊,chījīng,Be amazed
2340,4,迟到,chídào,Late
2341,4,尺,chǐ,rule; ruler
2342,4,尺寸,chǐ cùn,size; measurement; dimension
2343,4,尺子,chǐzi,Ruler
2344,4,冲,chōng,punching
2345,4,充电,chōng diàn,recharge; charge
2346,4,充电器,chōngdiànqì,Charger
2347,4,充分,chōngfèn,To the full
2348,4,虫子,chóng zi,insect; worm; bug
2349,4,抽,chōu,pump; take out; shrink; pick out
2350,4,抽奖,chōu jiǎng,lottery; lottery draw
2351,4,抽烟,chōuyān,smoking
2352,4,出口,chūkǒu,Exit
2353,4,出色,chūsè,excellent; outstanding
2354,4,出售,chū shòu,offer for sale; sell
2355,4,出席,chūxí,Attend
2356,4,处于,chǔ yú,be in; be (in a certain condition)
2357,4,处,chǔ,dwell; live; be in a position of
2358,4,穿上,chuān shàng,put on
2359,4,传统,chuántǒng,tradition
2360,4,窗户,chuānghu,Window
2361,4,窗台,chuāng tái,windowsill; sill
2362,4,窗子,chuāng zi,window
2363,4,春季,chūn jì,spring; springtime
2364,4,纯,chún,pure; unmixed; simple; skilful; practised
2365,4,纯净水,chún jìng shuǐ,pure water
2366,4,词汇,cíhuì,vocabulary
2367,4,此,cǐ,this; these; now; here
2368,4,此外,cǐwài,in addition
2369,4,次（形）,cì,second-rate; secondary
2370,4,刺,cì,thorn
2371,4,刺激,cìjī,stimulate
2372,4,从此,cóngcǐ,from then on
2373,4,粗,cū,wide; thick; coarse; rough; gruff; careless; rude
2374,4,粗心,cūxīn,careless
2375,4,促进,cùjìn,Promote
2376,4,促使,cùshǐ,Urge
2377,4,促销,cù xiāo,promotion
2378,4,措施,cuòshī,Measures
2379,4,打,dǎ,strike; hit; break; fight; build; beat
2380,4,答案,dá’àn,Answer
2381,4,打败,dǎ bài,defeat; beat; be defeated
2382,4,打雷,dǎ léi,thunder
2383,4,打扫,dǎsǎo,Clean
2384,4,打折,dǎzhé,Discount
2385,4,打针,dǎzhēn,To make an injection
2386,4,大巴,dà bā,bus
2387,4,大多,dà duō,mostly; for the most part
2388,4,大方,dàfang,generous
2389,4,大哥,dà gē,big brother; elder brother
2390,4,大规模,dà guī mó,large-scale; extensive
2391,4,大会,dà huì,convention; general meeting; General Assembly
2392,4,大姐,dà jiě,elder sister
2393,4,大楼,dà lóu,building; large building
2394,4,大陆,dà lù,continent; mainland
2395,4,大妈,dà mā,aunt; father’s elder brother’s wife
2396,4,大型,dàxíng,large
2397,4,大爷,dà ye,uncle; father’s elder brother
2398,4,大众,dà zhòng,public; the masses; people
2399,4,代替,dàitì,replace
2400,4,待遇,dàiyù,treatment
2401,4,袋,dài,bag; sack; pocket; pouch
2402,4,戴,dài,wear
2403,4,担保,dānbǎo,assure; hypothecate
2404,4,担任,dānrèn,To serve as
2405,4,担心,dānxīn,Worry
2406,4,单,dān,single; odd; unlined; thin; weak; only; alone
2407,4,单纯,dānchún,Simple
2408,4,单调,dāndiào,monotonous
2409,4,单独,dāndú,Alone
2410,4,淡,dàn,light
2411,4,导游,dǎoyóu,Guide
2412,4,导致,dǎozhì,cause
2413,4,倒闭,dǎobì,Collapse
2414,4,倒车,dǎo chē,change trains or buses
2415,4,倒车,dào chē,back a car; reverse
2416,4,得意,déyì,Proud
2417,4,得,děi,need; must; have to; be sure to
2418,4,灯光,dēng guāng,light; stage lighting
2419,4,登,dēng,ascend; mount; scale; step on; pedal; publish
2420,4,登记,dēngjì,register
2421,4,登录,dēnglù,Sign in
2422,4,登山,dēng shān,mountaineer; mountain-climbing
2423,4,的确,díquè,indeed; be certain to
2424,4,敌人,dírén,Enemy
2425,4,底,dǐ,bottom
2426,4,地方,dìfang,local
2427,4,地面,dì miàn,ground; floor; surface
2428,4,地位,dìwèi,status
2429,4,地下,dì xià,underground; subterranean; secret
2430,4,地址,dìzhǐ,address
2431,4,典型,diǎnxíng,typical
2432,4,点名,diǎn míng,rollcall; mention sb. by name
2433,4,电灯,diàn dēng,electric light
2434,4,电动车,diàn dòng chē,electric car
2435,4,电梯,diàntī,Elevator.
2436,4,电源,diànyuán,power supply
2437,4,顶,dǐng,top
2438,4,定,dìng,decide; fix; book; order; calm; stable
2439,4,冬季,dōng jì,winter
2440,4,动画片,dònghuàpiàn,Cartoon
2441,4,动摇,dòng yáo,shake; vacillate; waver; be indecisive
2442,4,豆腐,dòufu,tofu
2443,4,独立,dúlì,Independent
2444,4,独特,dútè,unique
2445,4,独自,dú zì,alone; by oneself; one’s own
2446,4,堵,dǔ,stop up; block up; stifled; suffocated; oppressed
2447,4,堵车,dǔchē,Traffic jam
2448,4,肚子,dùzi,belly
2449,4,度过,dùguò,Spend
2450,4,锻炼,duànliàn,Physical exercise
2451,4,对比,duìbǐ,Contrast
2452,4,对付,duìfu,deal with
2453,4,对于,duìyú,about
2454,4,多次,duō cì,repeatedly; many a time
2455,4,多年,duō nián,many years
2456,4,多样,duō yàng,diversity
2457,4,多种,duō zhǒng,multiple; various; diversified; manifold
2458,4,恶心,ěxin,disgusting
2459,4,儿童,értóng,children
2460,4,而,ér,and
2461,4,而是,ér shì,but
2462,4,耳机,ěr jī,earphone; headphone; headset
2463,4,二手,èr shǒu,second hand
2464,4,发挥,fāhuī,Develop
2465,4,发票,fāpiào,invoice
2466,4,发烧,fāshāo,Have a fever
2467,4,法,fǎ,law; way; method; example; rule
2468,4,法官,fǎ guān,judge
2469,4,法律,fǎlǜ,Law
2470,4,法院,fǎyuàn,Court
2471,4,翻,fān,Turn
2472,4,翻译,fānyì,translate
2473,4,烦,fán,bother; to bother
2474,4,反,fǎn,turn over; rebel; on the contrary; instead
2475,4,反而,fǎn’ér,Instead
2476,4,反映,fǎnyìng,reflect
2477,4,方,fāng,square
2478,4,方案,fāng’àn,programme
2479,4,方针,fāngzhēn,policy
2480,4,放松,fàngsōng,Relax
2481,4,非,fēi,wrong
2482,4,肥,féi,fat; fertile
2483,4,分布,fēnbù,distribution
2484,4,分散,fēnsàn,Dispersed
2485,4,分手,fēnshǒu,Break up
2486,4,分为,fēn wéi,divide into
2487,4,…分之…,… fēn zhī …,fractional number
2488,4,纷纷,fēnfēn,one after another
2489,4,奋斗,fèndòu,Struggle
2490,4,风格,fēnggé,style
2491,4,风景,fēngjǐng,Scenery
2492,4,风俗,fēngsú,Customs
2493,4,封闭,fēngbì,close
2494,4,否则,fǒuzé,otherwise
2495,4,夫妇,fūfù,couple
2496,4,夫妻,fū qī,man and wife
2497,4,夫人,fūrén,Madam
2498,4,符号,fúhào,Symbol
2499,4,符合,fúhé,accord with
2500,4,付出,fù chū,pay out
2501,4,负担,fùdān,burden
2502,4,附近,fùjìn,nearby
2503,4,复制,fùzhì,copy
2504,4,改善,gǎishàn,Improve
2505,4,改正,gǎizhèng,correction
2506,4,盖,gài,cover
2507,4,概括,gàikuò,Generalization
2508,4,感兴趣,gǎnxìngqù,be intretested in
2509,4,高潮,gāocháo,climax
2510,4,高价,gāo jià,high price
2511,4,高尚,gāoshàng,noble
2512,4,高铁,gāo tiě,high-speed train; high-speed rail
2513,4,格外,géwài,especially
2514,4,隔,gé,partition; separate; divide
2515,4,隔开,gé kāi,separate; space out; separation; partition
2516,4,个别,gèbié,individual
2517,4,个体,gètǐ,individual
2518,4,各个,gè gè,each
2519,4,根,gēn,root
2520,4,根据,gēnjù,according to
2521,4,工程,gōng chéng,engineering; project
2522,4,公元,gōngyuán,A.D.
2523,4,供应,gōng yìng,supply; provide
2524,4,共,gòng,common; general; share; together; altogether
2525,4,构成,gòuchéng,constitute
2526,4,构造,gòu zào,structure; construction
2527,4,购买,gòu mǎi,buy; purchase
2528,4,购物,gòuwù,Shopping
2529,4,骨头,gǔtou,Bone
2530,4,固定,gùdìng,fixed
2531,4,瓜,guā,melon
2532,4,怪（形、副）,guài,strange; odd; bewildering; very; quite; rather
2533,4,关（名）,guān,pass; check point; customhouse; mechanism; barrier
2534,4,关闭,guānbì,close; shut
2535,4,关于,guānyú,about
2536,4,官,guān,officer
2537,4,官方,guānfāng,by the government official
2538,4,光临,guānglín,presence
2539,4,光盘,guāngpán,CD
2540,4,逛,guàng,Stroll
2541,4,归,guī,return; go back
2542,4,规律,guīlǜ,Law
2543,4,规模,guīmó,scale
2544,4,规则,guīzé,rule
2545,4,果实,guǒshí,fruit
2546,4,过分,guòfèn,excessive
2547,4,海水,hǎi shuǐ,seawater; brine; sea
2548,4,海鲜,hǎixiān,seafood
2549,4,含,hán,contain; cherish; nurse; keep
2550,4,含量,hán liàng,content
2551,4,含义,hányì,signification; meanings
2552,4,含有,hán yǒu,contain; have
2553,4,寒假,hánjià,The winter vacation
2554,4,寒冷,hán lěng,cold; frigid; chill; frigidity
2555,4,行业,hángyè,industry
2556,4,航班,hángbān,flight
2557,4,航空,hángkōng,aviation
2558,4,毫米,háomǐ,millimeter
2559,4,毫升,háo shēng,milliliter
2560,4,好友,hǎo yǒu,friend
2561,4,号码,hàomǎ,number
2562,4,好,hǎo,good
2563,4,合同,hétong,contract
2564,4,黑暗,hēi àn,dark; darkness; murk
2565,4,红包,hóng bāo,red envelope; red packet
2566,4,后头,hòu tou,back
2567,4,厚,hòu,thick
2568,4,呼吸,hūxī,breathing
2569,4,忽视,hūshì,Ignore
2570,4,户,hù,household; family; door
2571,4,护士,hùshi,Nurse
2572,4,花（形）,huā,multicoloured; coloured; flowery
2573,4,划,huá,"paddle, row"
2574,4,划,huà,"transfer, assign, differenciate"
2575,4,怀念,huáiniàn,Miss
2576,4,怀疑,huáiyí,doubt
2577,4,缓解,huǎnjiě,relieve
2578,4,黄瓜,huáng guā,cucumber; cuke
2579,4,黄金,huángjīn,gold
2580,4,回复,huí fù,reply
2581,4,汇,huì,remit; converge; collection; collected things
2582,4,汇报,huìbào,report
2583,4,汇率,huìlǜ,exchange rate
2584,4,婚礼,hūnlǐ,wedding
2585,4,火（形）,huǒ,fiery; flaming; urgent
2586,4,伙,huǒ,partner; partnership
2587,4,伙伴,huǒbàn,Partner
2588,4,或许,huòxǔ,maybe; probably
2589,4,货,huò,goods; commodity; money
2590,4,获,huò,obtain; win; reap; capture; catch
2591,4,获得,huòdé,Get
2592,4,获奖,huò jiǎng,win a prize; receive an award
2593,4,获取,huò qǔ,gain; obtain
2594,4,几乎,jīhū,almost
2595,4,机构,jīgòu,mechanism
2596,4,机遇,jīyù,Opportunity
2597,4,积累,jīlěi,accumulation
2598,4,激动,jīdòng,Excited
2599,4,激烈,jīliè,fierce
2600,4,及格,jígé,pass
2601,4,极,jí,extremely
2602,4,极其,jíqí,extremely
2603,4,即将,jíjiāng,soon
2604,4,急忙,jímáng,Hastily
2605,4,集合,jíhé,aggregate
2606,4,记载,jìzǎi,Record
2607,4,纪律,jìlǜ,discipline
2608,4,技巧,jìqiǎo,Skill
2609,4,系,xì,department
2610,4,季,jì,season; period
2611,4,季度,jìdù,quarter (of a year)
2612,4,季节,jìjié,Season
2613,4,既,jì,already; since; as
2614,4,既然,jìrán,Since
2615,4,寄,jì,send
2616,4,加班,jiābān,overtime work
2617,4,加入,jiā rù,add; mix; join; become a member
2618,4,加油站,jiāyóuzhàn,Gas station
2619,4,家务,jiāwù,Housework
2620,4,假如,jiǎrú,If
2621,4,坚固,jiāngù,strong
2622,4,检测,jiǎn cè,detect; test
2623,4,减,jiǎn,subtract; reduce; decrease; cut; minus
2624,4,减肥,jiǎnféi,Reduce weight
2625,4,减少,jiǎnshǎo,reduce
2626,4,简历,jiǎnlì,resume
2627,4,健身,jiànshēn,workout
2628,4,渐渐,jiàn jiàn,gradually; step by step
